Gene.symbol	logFC
RAP2B	0.1427163975
ADAM3B	0.1427147
RPTOR	0.14271019
STK32B	0.14269273
INVS	0.14261577666666667
PQBP1	0.14257467666666668
PLD2	0.14256585
SVEP1	0.14250750571428572
NFATC3	0.14247414
TDO2	0.142408475
ZNF354B	0.14240137
SPIRE1	0.1423975
NUDT2	0.1423672
KIAA0754	0.14232379
ZNF419	0.142281285
ZBTB32	0.14228
HLA-F	0.14214304666666666
SLC6A7	0.14209302
SLC4A2	0.14208621
S100A7	0.14205724
TTLL3	0.14195212666666665
PYGO1	0.14191434
CABP2	0.14185097
ZNF835	0.1417332
OTOR	0.14172807
PNLIPRP2	0.14172747
AKAP5	0.14172347
DCUN1D2	0.14167276
TBC1D2	0.14148946
ZNF880	0.14148
SIRPG	0.14146023
ZXDC	0.14142412666666668
SDS	0.141265895
AGFG1	0.141066812
CCDC140	0.14105891
BFAR	0.14097286
SH3D21	0.14095981
CCM2L	0.1409544
KIAA1652	0.14092428499999998
DCAF16	0.1408791
MSH6	0.14086179333333335
GK6P	0.14076183
NBEAL1	0.14073217
DEDD	0.14067707666666668
FTCDNL1	0.14063608
TMEM86A	0.14046953666666667
TMEM43	0.14040542
GNB5	0.140362188
FIG4	0.14034418
AXL	0.14032933
TBC1D10A	0.14032234
SNX27	0.14026819000000001
THAP3	0.140253045
TMEM221	0.14023777999999998
C4orf26	0.14009494
ABI1	0.14009027999999998
WFIKKN1	0.14007824
RPL38	0.14004136
PHOX2A	0.13990832
NOXO1	0.13979102
INPP5D	0.13976601
DCTN1	0.13964833
GALT	0.13964263333333335
FAM122A	0.13958462333333332
MAP2K5	0.13957986
ZBTB7C	0.139572005
EHD3	0.13942287666666667
CYP24A1	0.1393936
MFHAS1	0.139380105
SPOP	0.13935197666666665
IAH1	0.13930290333333334
NECAB3	0.13921920000000002
DVL3	0.13915669
HIPK1-AS1	0.139151865
FOXI1	0.13913573
MYOZ2	0.13900029333333333
HYI	0.13895255333333334
MBD3L2	0.13887603
ANAPC16	0.13876854
OAZ2	0.13876429999999998
TAL1	0.13855831500000002
RAD51-AS1	0.13850422
EHD2	0.13842618333333334
SLC35D1	0.13832514333333334
LMOD2	0.13821952
ANXA10	0.13812614
GATAD1	0.138103395
CDKL1	0.13806629666666664
KCNA3	0.13792123
FLJ30679	0.13765605
GNAT2	0.13757649
PAGE5	0.13756822
PDZD7	0.13752413
EPB41L4A-AS2	0.13752039
VTI1B	0.13750732333333335
ZBTB34	0.13747258
ABHD12	0.13742120333333332
ZBTB1	0.13738232666666667
PER3	0.137345145
OASL	0.137326735
MIR622	0.13724982
P2RX1	0.13717019
ZFYVE1	0.13702740500000002
PIK3C2B	0.13698702
RNF19A	0.136859075
LRRC8D	0.13684976
BRAP	0.13645481
AGO1	0.13640774249999998
MYO15B	0.13639692666666667
GPR68	0.136380705
HMHB1	0.13616742
IFITM10	0.13616605666666667
CITED1	0.1360911
GSTTP1	0.13608324
CYGB	0.13605805333333335
ATN1	0.13604446
DEDD2	0.13604351
PTP4A3	0.13603215333333332
CWC15	0.13602909
CECR5-AS1	0.13600991
ARL8B	0.135964105
TAS2R45	0.13594952
PROCR	0.13590771
C11orf95	0.135861795
MPC2	0.13575712
PIR	0.13574813
POMZP3	0.1355856
LCN6	0.13558011
ESR2	0.13557726
KANK2	0.13543140333333334
B4GALT6	0.13533888
SSH1	0.1353142075
CCDC152	0.13522754
FCHSD1	0.13518358
MIRLET7D	0.13517298
ZNF311	0.135099385
OOSP2	0.1350574
TNKS2	0.1350199675
FTO	0.13490282
PPP1R2	0.134822525
CHI3L2	0.13477243
U2SURP	0.134764382
GPR35	0.13473808
SNTB2	0.13471167
TFRC	0.13470748400000002
USP20	0.13450481
TUBB2A	0.1344255
HTR5A	0.13441618
EXOC1	0.13440333
GTF2B	0.1343771
RPS27	0.13437121999999999
CELF3	0.134258085
ZRSR2	0.13423391499999998
ZNF503-AS2	0.13414583
SLC22A1	0.13408258
MAT2B	0.13407808
ANKRD23	0.13402824
KCNK17	0.13396849
PLXNB3	0.13394911
APLNR	0.1339123
SCMH1	0.1338927
PUM2	0.1338118
SPEN	0.1336399
SIGLEC15	0.1336152
TMCC2	0.13355295
INAFM1	0.13349842
JOSD2	0.13348091
POU3F1	0.13345525
TFAP2E	0.13329283
MAST3	0.13322163
RBPMS-AS1	0.13316233
ALLC	0.13305836
CAB39	0.13300938
WDR47	0.13297675
UGT1A1	0.1329664
NOVA1	0.1329181
FAM19A1	0.13290997
KCNQ1DN	0.13283881
ZNF80	0.13280817
TSGA13	0.13277014
ARAF	0.132710935
RPL34-AS1	0.13266904
WDR26	0.13261799
NECAP2	0.132601265
SNCB	0.1325547
SUPT4H1	0.13253020999999998
CYP4F12	0.13245809
CARMIL2	0.132414565
GATA5	0.132320025
OR51E2	0.13223753333333332
HSF4	0.13222768
THYN1	0.132219755
SNRK	0.13217245666666666
MIEF2	0.13216273
ZNF451	0.13209921
EPB41L1	0.1320752
DOCK9-AS2	0.13203317
HCRTR1	0.13198517
ADAMTSL1	0.13191964666666667
GPR176	0.131818975
TMEM41A	0.131704845
VASH1	0.131677732
C6orf62	0.13166343666666666
LYZL4	0.13166265
C11orf45	0.13163157
WBP2NL	0.13162291
CAMK2G	0.131465045
GCNT7	0.13129044
HRK	0.13128095
RPL10L	0.13119864
COL18A1-AS1	0.13113377
SNORD8	0.13110124
SMAD6	0.1310121625
PPM1M	0.13095376
PRICKLE2-AS3	0.13093494
FAM95A	0.13093018
APOL2	0.13092132
BCL2L11	0.13087239571428572
CBX5	0.130794895
C8orf46	0.13074253
SPNS2	0.13071768
KIAA1429	0.13068727333333333
CUTC	0.13064511
NBAS	0.13059855
STAG1	0.13057597666666668
LSMEM2	0.13054783
MYADML2	0.13054722
LSM11	0.130460325
SPTLC3	0.13045103666666666
RPL35	0.13029655
CCDC144CP	0.13023511
DSCAML1	0.13022308
NAB1	0.13020982749999999
PPP1R3D	0.130149225
MMP13	0.13013527
FRMD7	0.1300009
MTRF1L	0.1299600625
SLC26A6	0.12993822
NOXRED1	0.12987719
C2orf27A	0.12986852999999998
SWT1	0.12980518
RPL8	0.1297166
TNFSF13	0.12969372
VENTX	0.12966405
KRT20	0.12965945
KCTD18	0.12955033500000002
DNAJC19	0.129443685
MAP3K13	0.12943335428571429
PTK2B	0.12939293000000002
FKBP8	0.12926738
SFXN4	0.12923926
CASP16P	0.12905087
IL36A	0.12895288
MAP1LC3B2	0.12895136
STX3	0.12889708
ACBD4	0.1287723
MKRN3	0.12876072
EMX1	0.12875884
HSBP1L1	0.12874311
IKBKAP	0.128718295
SCGN	0.12859046
SLC17A3	0.12855713
PLEKHM2	0.12852581
LILRA1	0.128377765
RIMBP2	0.1283173125
TMEM200C	0.12828936999999999
PROCA1	0.1280945
HIVEP2	0.12807955000000001
C9orf38	0.12804109
MIR302B	0.12795497
GNA13	0.12793638666666665
CALY	0.12789085
NANOS3	0.12782393
RELL1	0.12782194
PKN1	0.12782054
ERVK3-2	0.12777578
TOMM70	0.127747835
CDK5R2	0.12766147
C11orf74	0.12765659
BTLA	0.12761517
VSTM4	0.12758225166666667
TULP2	0.12750797
ASPRV1	0.12745443
CA9	0.1274172
ACTA1	0.12726343
GAST	0.12725471
ARGLU1	0.127131215
UBE2Q1	0.1271277
PSCA	0.12698538
NEXN-AS1	0.12696991
EGLN2	0.12694628
ZCCHC5	0.1268996
SIRT4	0.12689002
NLRP4	0.12675168
NKX3-1	0.12672601666666666
UBE2I	0.126707894
CRYBA4	0.12665415
DENND4C	0.12658836333333334
LIN7A	0.1264639175
DNAJC13	0.12642015666666667
PPARA	0.12624946333333334
PPP1R12C	0.1261618
ZNF248	0.12611937499999998
PNPLA7	0.12611191
ZNF605	0.12607781499999998
CCDC148-AS1	0.1259756
HUNK	0.125970845
FAM53B	0.125902025
HCG26	0.12583909
POGLUT1	0.125824935
KANSL1-AS1	0.125815535
ARHGEF26-AS1	0.12569389
SYCP2L	0.12564444
SLC22A31	0.12564426
ZNF518B	0.12563459
DSPP	0.1255201
OTX2-AS1	0.12549785
CASR	0.125492866
MYF5	0.12542563
ZNF281	0.12541217
NT5DC4	0.12540814333333333
NR2E3	0.125369485
BTBD17	0.12536734
KIF25	0.125107755
BREA2	0.12509424
TNFAIP6	0.125003045
TM4SF4	0.12496084
POM121	0.12486394
ANKS4B	0.12483612
CYFIP2	0.12479772500000001
LAMB2P1	0.12467424
IL1B	0.12444421
PURB	0.12437671
STYX	0.1243659725
C3orf38	0.1241962125
PCDH17	0.12417483666666666
CALML6	0.12416309
HTATSF1	0.12414937000000001
NUBP1	0.12413635
PLK2	0.12408449
RAG1	0.12407632499999999
P2RX3	0.12386073
ABL2	0.12384487
RAB13	0.12382015
PGBD1	0.12379214
C16orf86	0.12373287
DEFA4	0.12369172
FOXB1	0.12366249
NCK1	0.1236164575
MBIP	0.12360732
PYDC1	0.12358271
HAPLN2	0.12354051
ARHGAP5-AS1	0.12339461
PPEF2	0.12330803
BIRC3	0.12328965
RFC1	0.12323728333333332
TNRC6C-AS1	0.12323709333333334
TRPC5	0.12321999
TLK1	0.12319796714285713
PEBP4	0.1231798
MIGA1	0.12304786
NPY1R	0.12304588
UPB1	0.12301238
KDM3B	0.12298572
PPP2R3C	0.12297245333333333
ACCS	0.12285591
MAPK11	0.12277216
RPS4Y1	0.122766
WDR36	0.12271964499999999
CREBBP	0.1226488375
C4orf47	0.12261937
ALDH1B1	0.122602915
C6orf106	0.12258302333333333
MED15	0.1225432
ZNF721	0.12253904000000002
ZNF33A	0.12252336666666666
CD4	0.12251072499999999
CTU2	0.12231930999999999
ASH2L	0.1222759
CKMT2-AS1	0.12226120999999998
RPS11	0.12216269
ERLIN2	0.12215617666666667
ASB1	0.12212203666666667
MAP9	0.12211685249999998
CCL7	0.12209864
DDX19B	0.12207473
RNF41	0.12204175
GRIN2B	0.1220305
GRASPOS	0.12201658
C12orf29	0.12194452
NMRAL1P1	0.12183896
PHYKPL	0.12180262
VCX2	0.12176943999999999
RBP4	0.121760155
RBMS1	0.12171093
TAF5L	0.121503985
ANKRD27	0.12147092
FOXJ2	0.12146164
UNC119B	0.121432985
SLC6A14	0.12136898
TTTY14	0.12134933
C3orf20	0.12123184
C2orf83	0.12122664
MCF2L2	0.12106885
HNCAT21	0.12106698
IGF2BP2	0.121062625
MAP1S	0.12098061
ZNF654	0.12088114333333333
CXorf57	0.12080480499999999
ND2	0.12069686
TNNI2	0.12062276
CARHSP1	0.12054945500000001
ALPI	0.1204681
MTMR12	0.12040711000000001
DNAJB8-AS1	0.12031989
CD1E	0.12030961
LDHD	0.12027255
SMPD3	0.12017568000000001
FTH1P5	0.12015603
C1orf52	0.12013162
SCT	0.1201134
TMEM261	0.12005703000000001
ARID5B	0.12001864000000001
RAB21	0.1199694975
RGMB	0.119901835
NOTCH3	0.11978331
TNFAIP2	0.11963886499999998
FMO3	0.119481225
ACSM1	0.119436635
C2orf80	0.11939855
STRADB	0.11939043
LTB4R2	0.11936981
SLC6A18	0.11936229
BLOC1S2	0.11929598
MGC57346	0.1192844
MED13L	0.119283584
PBX4	0.11926714
TPSG1	0.11921565
RFK	0.11914957
FCHO1	0.11914682
TM2D3	0.11914098000000001
CUL1	0.119110565
GRK3	0.11903285666666667
SCAI	0.11900962000000001
FGF12	0.11898068
SDCCAG8	0.11892340250000001
LRRTM2	0.11888769
CLDN20	0.11882466
FUT11	0.118750285
DUOXA2	0.1187305
FAM204A	0.118691975
RETN	0.11868983
HCRT	0.11863271
CCR6	0.118518
LPAR6	0.11845082000000001
RNU6-501P	0.11839397
C12orf65	0.11829794333333334
SPINK5	0.11829759
DAW1	0.11823689
ACOD1	0.11814114
RPL22	0.118116312
PRRG3	0.118067915
NECAP1	0.11803452
APOBR	0.11799211
TXN2	0.117961495
BEST2	0.11792729
HIST3H3	0.11789597
CTB-12O2.1	0.117866315
NACA2	0.1178582
ZMYM4	0.11777784
PP14571	0.11777088
HIPK3	0.11775317500000002
PTAR1	0.11775032666666667
PALLD	0.11769866
MRPS31	0.11769615
TSC22D4	0.11768018
GVINP1	0.11764974
APPL2	0.11764713
GBX2	0.11759788
AURKC	0.11756628
RPLP1	0.11756147
PRR34	0.11754367
PDE4B	0.11746917
ANGPTL4	0.117415715
DHX38	0.11726278
SLC20A1	0.11723385000000001
APC	0.117176338
GNA14-AS1	0.11710551
FMR1	0.11706778000000001
TMSB10	0.11706353
ZMIZ1	0.11695084666666666
CEP295	0.116930805
BCOR	0.11687143
PGBD2	0.116810255
RASGEF1A	0.11674535
CCNJL	0.11672021
LILRA6	0.1167131
SRXN1	0.11659351
SCARF2	0.1165574
MFSD8	0.11651117666666666
PMPCB	0.11649886000000001
ST6GALNAC4	0.116436255
TLE3	0.1164205525
SOX15	0.11631870000000001
TCP11L2	0.11622911714285715
KIAA1109	0.11621341428571429
SMIM8	0.11616451666666666
ONECUT3	0.11606613
CD244	0.11595073
SIX5	0.11590897666666666
PLEKHM1	0.11581119999999999
LDOC1	0.11577359
STARD8	0.11576998
ZNF10	0.11570573
STMN4	0.115658185
IL12RB2	0.11552985
CROCCP3	0.115435065
ACAN	0.11543478
C2orf73	0.11541914
IL4I1	0.11541703
HIST1H2BO	0.11538494
IBSP	0.11533755500000001
PLCXD2	0.115330075
UST	0.11529178
RNF146	0.115279725
MYH9	0.11523793
GNPTG	0.11523292
LEPROTL1	0.115180625
URGCP	0.11517293
WWC2-AS2	0.11515884
CABP5	0.11513337
PDCD7	0.11510145999999999
MBD5	0.11498291333333333
ZDHHC14	0.1149138075
SWSAP1	0.11487075
SALL4	0.11483656
TMEM204	0.11482189333333334
COX14	0.11481166
CYP20A1	0.11474769
IDI2-AS1	0.11473772
EPSTI1	0.114707625
SHANK2-AS2	0.11470685
GRASP	0.11466096
SSBP3-AS1	0.11461107
ARL13B	0.11458281
DKFZp434E1119	0.11456434
CCDC174	0.11455608333333334
TFDP2	0.11454038249999998
VPS26B	0.11452589
MAN1A1	0.11452530500000001
PKD1P1	0.11447483
CLTCL1	0.11445663
SEC24B	0.11441008
TTC33	0.11436938
LAMC1	0.11434974
RCC1L	0.114291715
C2orf57	0.11427215
RUSC2	0.11422598
FOXD4	0.11414162
DENND1C	0.11393973
MLYCD	0.11391177999999999
HTRA2	0.113892145
DOCK1	0.11386751
ARFRP1	0.113820265
EPN1	0.11380371
SYCP3	0.11370339500000001
NUMA1	0.11365019
ZIC2	0.11364287000000001
DCT	0.1136422125
DOCK7	0.1136289
MALAT1	0.11362095833333333
KLRG1	0.11360732
TSPAN33	0.113597
SLC2A2	0.11357078
LAIR2	0.11356399
PKD1L1	0.113498075
CCDC92	0.11345893
DGCR6L	0.11337903
XKR7	0.11334947
SEPT3	0.1133088
ADAMTS15	0.113289485
WIPF1	0.11327712000000001
FIGLA	0.11321712
MNT	0.113137075
FFAR4	0.11312586
NECAB1	0.11308085
HSP90AB1	0.11306001
GNPDA2	0.11298405
DCTN4	0.11296952
MTRR	0.1128825
SYNGR3	0.11287196
KLHL40	0.11271556
ARL1	0.11270751666666667
C3orf35	0.11262634
MOS	0.11255873
ZC3H12B	0.11250156000000001
FKBP6	0.1124796
PLIN2	0.11245004499999998
PARP6	0.11239257333333334
NEU2	0.11238146
B3GAT1	0.1123768
GRIK4	0.11232741
MAN2C1	0.11229847666666666
ISL2	0.11222582
RNF148	0.11220633
RBM26	0.11201958714285715
HIST1H4PS1	0.11198658
LRIG2	0.1119532325
ADAMTSL5	0.11195221
VPS4A	0.11188269
ZCCHC3	0.11184847666666667
KCNJ2-AS1	0.11184751
OSBPL2	0.11180034999999999
CXCR2	0.1117856
SLAMF1	0.11177647666666667
FZD9	0.11172234
LRAT	0.11161611
ATAD3C	0.11157035
TFDP3	0.11155556
ZNF662	0.11153373
TNFRSF1B	0.11149603
USE1	0.11145413000000001
MTHFD1L	0.11145347
CAMK1	0.11143291000000001
PPP2R2A	0.1114120675
PLD6	0.11135899
HEXA	0.1113384725
TRIP11	0.11130371
POM121L10P	0.11126242
S1PR4	0.11125277
ZRANB2-AS1	0.11124979
OR7E2P	0.11121478
MAGEA10	0.11118697
PDCD1LG2	0.111123015
FLJ11710	0.11098989
GPR84	0.11095429
MMAB	0.11095265666666668
ADARB1	0.11094821199999999
PWWP2A	0.1108754825
VCPIP1	0.1108410575
ADCY6	0.11081023
RNLS	0.11072817500000001
MAP1LC3B	0.11071721500000001
POT1	0.11069132
KRT3	0.11043641
CARMIL1	0.11042156
ASAP2	0.11037384
TLR3	0.11035688333333332
CERS6	0.11034691499999999
CRTAP	0.110334766
MICAL3	0.11029183749999999
FAM3A	0.110272405
LOXHD1	0.1102497
OR1F2P	0.11020192
TPPP	0.110166955
NUTM2B-AS1	0.11012766999999998
ZNF205	0.11008182
NTRK3-AS1	0.10999459
CRYBB3	0.10998768
ZNF613	0.1099856
CEACAM8	0.10992672
CD79B	0.10990282
BEX3	0.10989702
KHDRBS3	0.10985496
SPP1	0.10975564
TTC32	0.10973456
SCN2A	0.10963682500000001
SYN1	0.10962807000000001
NEK10	0.1095079
CCIN	0.10947646
C2orf69	0.109402045
BAZ2A	0.10927903250000001
LPGAT1	0.10926108333333333
DIS3	0.10920095
CSF2RA	0.109187915
SART1	0.109084015
DNASE1	0.10898392999999999
AFP	0.1089373
ARPC2	0.10882157333333334
ETS1	0.1088179
GZMH	0.10881789
RNF217-AS1	0.10881707
HERC1	0.10881344333333333
KRTAP4-11	0.1087733
ZMYM5	0.10871517
PCM1	0.108656725
SPANXB1	0.10865055
FGD3	0.10864628500000001
CTD-2297D10.2	0.1085789
GFI1	0.10851923
IRF3	0.10849714
GMPR2	0.10847884000000001
ZNF259P1	0.10832399
ZNF438	0.108272655
CUL5	0.1082461175
MAML3	0.1081536
ELOF1	0.10814729
COQ10B	0.10812315
C12orf54	0.10810651666666667
LYAR	0.10810056
RPL11	0.10808204
FAM57B	0.10804361
MOCS1	0.10797281
SNX30	0.10795456
UBASH3A	0.10786937
RPPH1	0.10780792
KDM4C	0.10776842
ACVR2B-AS1	0.10770891
LRCH3	0.10766739
SLC46A1	0.10750169749999999
KCND1	0.10749503
DYNC1I2	0.10744557333333334
CYAT1	0.10743201
C11orf58	0.10738891
RHOQ	0.10732482333333333
DHX58	0.10725498
NBR2	0.10725132
PRSS53	0.1072111
ARMC5	0.10720355
CARD11	0.10718902999999999
NPHS1	0.10713058
KRT222	0.107119825
HIPK4	0.10711627
NPIPB15	0.10701902
IGSF9B	0.107002085
DSC3	0.10699905666666666
NATD1	0.10691581
PRM2	0.10682135
CRAT	0.10678102
ZNF581	0.10677842
TCFL5	0.10672789500000002
GOLGA1	0.10671946
SEMA4G	0.10669231500000001
EYS	0.10666788
ZNF43	0.10660211
GNAT1	0.106580405
CEACAM4	0.1065396
DPH5	0.106507762
MAP1B	0.10646844666666666
CX3CL1	0.10645104999999999
KCNK2	0.10638273
BMP3	0.10633741
C2orf76	0.10632934
LRCH1	0.10632248000000001
ADAM9	0.10626191666666666
RHPN1	0.106198615
MAGEC3	0.10612622
JSRP1	0.10610657
RPL35A	0.10609795600000001
HMCN2	0.106094928
UCP1	0.10603177
UBE2W	0.10601496166666667
ID4	0.10595831399999998
ZBTB41	0.10593374
USP24	0.10585212000000001
IL1A	0.10584398
MUC20	0.10583186
FEZ2	0.10579627
DENND1B	0.10577010333333332
C10orf71	0.1057231
PPBPP2	0.10559082
COX7A2L	0.1055127
GBE1	0.10526364
ECSIT	0.10523522
GNL1	0.105217668
MCEMP1	0.1052151
TMEM52B	0.10513293
CDHR5	0.10508348333333334
ZNRD1ASP	0.10505033
TXNL4B	0.10495395499999999
CCDC42	0.10489475
BCAR1	0.104859385
SNORD89	0.10483422
CFAP97	0.10465388
CCL16	0.10464857
TTC27	0.104643305
EMC7	0.10459925
TRIM54	0.10446095
SLCO4C1	0.10442375500000001
RPRML	0.10441698
SNX31	0.10440373
CAPN5	0.104364885
ATF5	0.10428485
ARL14	0.10416606
C9orf57	0.10409255
SLC25A23	0.10406643500000001
PGLYRP1	0.10405446
TP53TG5	0.103999935
CDIP1	0.10395398
LARP7	0.10394635666666667
AES	0.10390201
TSR3	0.103831425
HEXDC	0.10377730499999999
C3orf58	0.10368664333333333
TCAP	0.10359076
EEPD1	0.10345898749999999
TREM1	0.1034484
CNOT4	0.103416754
ZCCHC7	0.10341253
GPR182	0.103397705
RUNX3	0.10333554333333334
FAM26D	0.10331164
C1orf216	0.10328726
TMEM136	0.10322266333333334
SLC25A53	0.10312937500000001
PCDHGA10	0.1030996
PHF20L1	0.1030973
PSMG2	0.10309314
RAPGEF6	0.10305489250000001
IST1	0.103023745
PNRC2	0.10292683000000001
KCNS1	0.10284767
ACAA2	0.10283135333333333
ACBD6	0.10274884
SDCBP2-AS1	0.102710355
PRDM12	0.10264324
REL	0.102622806
CYP1B1	0.102512565
ZSCAN12	0.10250972666666666
KCNK5	0.10245629
NLRP3	0.10244419666666667
DUSP15	0.10242678499999999
AHNAK2	0.102395605
CCDC27	0.10236048
XG	0.10229714499999999
DHH	0.10228978
ACHE	0.10214770000000001
CCDC106	0.10211868
TRMT10B	0.102112805
TTC1	0.10201103
PRSS23	0.1019698825
LRRN4	0.10187595
ISCA2	0.10187285
ZNF790-AS1	0.101729975
CYP2A7	0.10166081
SEPN1	0.10165806
SETD2	0.10160851666666668
KHK	0.101554695
FAM228A	0.1015484
ADAM3A	0.10151855000000001
HELZ	0.10143717333333334
SLC25A42	0.1013641775
SLC14A1	0.10136361499999999
NANOG	0.10131909
TSPAN6	0.10129869999999999
TAGLN3	0.1012941
ATG12	0.10128989666666667
LAP3	0.10128142
SURF1	0.101245275
CDH18	0.10121208
VPS18	0.101110455
ATG3	0.101104205
MIP	0.10107943
TRIP12	0.10105392666666667
PAN3-AS1	0.1009538
PELO	0.10094839333333333
FGR	0.10084903
SAV1	0.10079344400000001
LAT2	0.10076597999999999
CDC14B	0.10075574875
ELF4	0.10070554
TLR6	0.10068095
ZNF814	0.100675896
SLC6A6	0.10066962800000001
PXN	0.100663615
CDS2	0.100561574
KCNE5	0.10055604
NXPE3	0.100547025
SRRM1	0.10053708
CD70	0.10044063
CPN1	0.10040704
RASSF8-AS1	0.10027826
ZNF83	0.100226385
PHC3	0.10019757400000001
OR2J3	0.10007502
C1orf101	0.10005083499999999
SLCO6A1	0.09988472
EXOC3L2	0.09978804
ADGRF4	0.09969022
ANP32B	0.09964450999999999
DDX5	0.09952246
CDC34	0.09949561
ZNF503	0.09949394
FUT5	0.09948923
FLJ33360	0.0994639
TCP11L1	0.09944646666666666
NFAM1	0.09944161500000001
CCDC142	0.09943983
RBM12B	0.09932545666666667
SSB	0.09931779
HMGB4	0.09931041
GAPVD1	0.09929189
ZNF879	0.09923239
IL2RA	0.099216345
SHANK1	0.09892644
PRKCB	0.09890989666666666
LIME1	0.09890296
ZNF718	0.098900315
HTR1A	0.0987452
RSPO2	0.09872660500000001
SIGIRR	0.09869948
MAGEB1	0.09866296
SLC7A5	0.09866131
TRIML2	0.09859769
ADIRF-AS1	0.09844287
SYNGR4	0.09838974
HSPC324	0.09838378
ZNF831	0.09822803999999999
TMEM40	0.098210455
MAGEA11	0.0982066
CASS4	0.09816441
DHRS12	0.09810108666666667
VASP	0.09804637
GRM1	0.09795776666666667
VPS26A	0.097933155
IGFALS	0.09792243
EP400	0.09789679
HAGH	0.09786192
ATM	0.09781607166666666
CYMP	0.09777876
LTBP4	0.0977400925
NAGLU	0.09773918499999999
AIM1	0.0977204
USP27X-AS1	0.09768567
FUT4	0.09766898
MNX1-AS1	0.09761116
ERCC1	0.09754461333333334
SOX18	0.09751371
GUCA2A	0.09748512
ERV9-1	0.0974391
HLA-J	0.0974213
DDX4	0.09736547
PDK1	0.09734737333333333
THCAT158	0.097254075
PCYT1A	0.09724790666666666
DDX51	0.09716423666666665
METRNL	0.09715371
ARHGAP45	0.09714517499999999
HBS1L	0.097136205
ANKRD40	0.09710525333333334
ATP6V1D	0.097085795
MALT1	0.09708488333333332
DOCK9	0.097081934
MYH7B	0.097069345
SLC41A3	0.097049045
ZNF706	0.096969445
SLC35F4	0.09692334
IL1RL1	0.0969039575
FAM229A	0.09688862000000001
ADI1	0.09683155666666667
CNKSR3	0.09682884
C20orf144	0.09677139
TAC1	0.09664962
UBQLNL	0.09663945
PCDH11X	0.09645745
NDUFAF2	0.0963883
MTERF4	0.0963436975
ALX4	0.09632179
NKX2-8	0.09628061
MIRLET7DHG	0.09626808
MYOZ3	0.096217488
FUT7	0.09618555000000001
HERC4	0.09605228833333333
ACY1	0.09604138
PRPF39	0.09602805
OR12D2	0.0960179
MAPKAPK5-AS1	0.0959949475
MPZL1	0.09596388833333333
PROC	0.09589021
LIN54	0.09586931
ARMCX5	0.09577571
SIX6	0.09574608
LAS1L	0.09573427
RAET1E	0.09573316
CYP2A6	0.095715405
SLC7A8	0.095711242
SLC7A10	0.09564214
RHEBL1	0.09563472
BTN2A2	0.09562456999999999
CCDC151	0.09556414
CDK9	0.09555296666666667
CCDC154	0.09549715
EEF1A2	0.09547035
RPL32	0.09544619
ZNF696	0.095359175
CDC73	0.09532977
KRT15	0.0952979
FAM216A	0.09527519
AIPL1	0.095249745
FBXW7	0.0952230975
YLPM1	0.09520054249999998
DPH3P1	0.09518438
FNDC10	0.09517299
CLSTN3	0.09510387
C8B	0.09504759
HHCM	0.09504752
ALDH7A1	0.09497686000000001
DZIP1L	0.09497213
ZNF382	0.09495023
PAPD4	0.09494828000000001
GAL3ST4	0.0949455
CTRC	0.09489917
IFNA1	0.09488938
ERVH48-1	0.09481823
PARVB	0.09481002
CENPBD1	0.09480378666666667
STXBP3	0.09475963500000001
NLRP12	0.09471428500000001
DXO	0.09469473666666667
ANKRD13C	0.094685078
STAT2	0.09456723333333332
CD99L2	0.0945367975
RNASE3	0.09451247
BET1L	0.094456125
PDCD6IP	0.09436543499999998
CYTH1	0.094251235
NPRL2	0.09419359
CXorf36	0.09415982749999999
CCL23	0.09412985
TOB1-AS1	0.09410257
TRAPPC3L	0.09401546
KAT5	0.09383112
SEMA4F	0.09382689999999999
CT62	0.0938263
XYLT2	0.09379575666666666
WNT7B	0.09372594499999999
TAS2R4	0.09366543
RPS9	0.09364687666666667
METTL7A	0.0936090775
FNDC7	0.09359216
DCUN1D3	0.09357868000000001
ITFG2	0.0935457
SERPINA10	0.09352769
GNL3	0.09347398
SLC9A8	0.09347217
USP30-AS1	0.09344812
FAM43A	0.09342145500000001
ZNF547	0.09340895999999999
ACSL1	0.09331097999999999
ADAM8	0.09325234
ZNF638	0.09323843
ZNF211	0.09323609
NBAT1	0.09316748
FOXE3	0.09312876
ZNF554	0.093076645
PLCD3	0.093072445
DCP1A	0.093019025
TIGD3	0.0930152
MED13	0.092999785
ZNF316	0.09296756333333332
RIC3	0.0929361
GRAMD3	0.092922065
CSNK1A1P1	0.09288106
RIOK2	0.092878565
ALKBH7	0.09285778750000001
STK3	0.092820535
ARHGEF33	0.09281457
HIST1H2BK	0.09280096
UBAC2	0.0926302
METTL10	0.09262157
UBR2	0.09261693250000001
DTNBP1	0.09260789000000001
CEP95	0.09252869
PSMA8	0.09252724
RRNAD1	0.09246625
MIR142	0.09239511
MAGEB4	0.092311015
SELENBP1	0.09229139
HSDL1	0.09228443
LAMTOR4	0.09212355
STRAP	0.092111675
FAM131A	0.09206175999999999
SLC25A3P1	0.09205893
RBMS2	0.09198439666666666
RBP2	0.09193867
EGR4	0.09192480666666666
MCPH1-AS1	0.09187608
GDF3	0.09187391
RNF25	0.09180153
EXOC6B	0.091769855
FAM212A	0.09175139
ADGRG5	0.091728515
KLKB1	0.09166183
AQP2	0.09163046666666666
RNF122	0.09161106
ZSWIM8	0.091595675
